Hugo_Symbol,Frame_Shift_Del,Frame_Shift_Ins,In_Frame_Del,In_Frame_Ins,Missense_Mutation,Nonsense_Mutation,Nonstop_Mutation,Splice_Site,Translation_Start_Site,total,MutatedSamples,AlteredSamples,MutatedRate
MFSD11,1,0,0,0,3,1,0,1,0,6,5,5,0.005494505494505495
MMS19,0,0,0,0,4,1,0,1,0,6,5,5,0.005494505494505495
MNDA,2,0,0,0,4,0,0,0,0,6,5,5,0.005494505494505495
MPHOSPH10,0,1,0,0,5,0,0,0,0,6,5,5,0.005494505494505495
MRGPRX1,1,1,0,0,3,1,0,0,0,6,5,5,0.005494505494505495
MS4A14,0,0,0,0,5,1,0,0,0,6,5,5,0.005494505494505495
MTA3,0,0,0,0,6,0,0,0,0,6,5,5,0.005494505494505495
MTF1,0,0,0,0,5,1,0,0,0,6,5,5,0.005494505494505495
MYLK2,0,0,0,0,6,0,0,0,0,6,5,5,0.005494505494505495
NAMPT,0,0,0,0,4,1,0,1,0,6,5,5,0.005494505494505495
NOA1,0,0,0,0,6,0,0,0,0,6,5,5,0.005494505494505495
NPHP1,1,0,0,0,5,0,0,0,0,6,5,5,0.005494505494505495
NXF3,0,0,0,0,6,0,0,0,0,6,5,5,0.005494505494505495
OASL,0,0,0,0,5,1,0,0,0,6,5,5,0.005494505494505495
OLFML3,1,0,0,0,5,0,0,0,0,6,5,5,0.005494505494505495
OR10J1,0,0,0,0,6,0,0,0,0,6,5,5,0.005494505494505495
OR51F2,0,0,0,0,5,1,0,0,0,6,5,5,0.005494505494505495
PACS2,0,0,0,0,5,1,0,0,0,6,5,5,0.005494505494505495
PARP6,0,0,0,0,4,2,0,0,0,6,5,5,0.005494505494505495
PCDHGB1,0,0,0,0,6,0,0,0,0,6,5,5,0.005494505494505495
PDP1,0,0,0,0,5,1,0,0,0,6,5,5,0.005494505494505495
PHC2,0,0,0,0,5,1,0,0,0,6,5,5,0.005494505494505495
PIK3C3,0,0,0,0,6,0,0,0,0,6,5,5,0.005494505494505495
PKD1L2,1,0,0,0,5,0,0,0,0,6,5,5,0.005494505494505495
PKP1,1,0,0,0,5,0,0,0,0,6,5,5,0.005494505494505495
PLA1A,1,0,0,0,4,0,0,1,0,6,5,5,0.005494505494505495
PLB1,1,0,0,0,4,0,0,1,0,6,5,5,0.005494505494505495
PLCL1,1,0,0,0,4,1,0,0,0,6,5,5,0.005494505494505495
POF1B,0,0,0,0,4,2,0,0,0,6,5,5,0.005494505494505495
POTEF,2,0,0,0,3,1,0,0,0,6,5,5,0.005494505494505495
POU4F2,0,0,0,0,6,0,0,0,0,6,5,5,0.005494505494505495
POU5F2,1,0,0,0,5,0,0,0,0,6,5,5,0.005494505494505495
PRPF40A,1,0,0,0,4,1,0,0,0,6,5,5,0.005494505494505495
PUS10,0,0,0,0,6,0,0,0,0,6,5,5,0.005494505494505495
RAPH1,0,0,0,0,5,1,0,0,0,6,5,5,0.005494505494505495
RBM14,0,0,0,0,5,1,0,0,0,6,5,5,0.005494505494505495
RHOBTB2,0,0,0,0,6,0,0,0,0,6,5,5,0.005494505494505495
RIPOR3,0,0,0,0,6,0,0,0,0,6,5,5,0.005494505494505495
RSPH4A,0,0,0,0,4,1,0,1,0,6,5,5,0.005494505494505495
SECISBP2L,0,0,0,0,5,1,0,0,0,6,5,5,0.005494505494505495
SENP1,1,0,0,0,4,1,0,0,0,6,5,5,0.005494505494505495
SERAC1,0,0,0,0,3,0,0,3,0,6,5,5,0.005494505494505495
SF3B3,1,0,0,0,4,0,0,1,0,6,5,5,0.005494505494505495
SGK2,0,0,0,0,6,0,0,0,0,6,5,5,0.005494505494505495
SHOC2,0,0,0,0,6,0,0,0,0,6,5,5,0.005494505494505495
SLC28A3,0,0,0,0,6,0,0,0,0,6,5,5,0.005494505494505495
SLC2A12,1,1,0,0,4,0,0,0,0,6,5,5,0.005494505494505495
SLC41A3,0,0,0,0,5,1,0,0,0,6,5,5,0.005494505494505495
SLC9A7,0,0,0,0,5,0,0,1,0,6,5,5,0.005494505494505495
SMG7,0,0,0,0,6,0,0,0,0,6,5,5,0.005494505494505495
SNX14,0,0,0,0,5,1,0,0,0,6,5,5,0.005494505494505495
ST8SIA2,0,0,0,0,6,0,0,0,0,6,5,5,0.005494505494505495
SYDE1,1,0,0,0,5,0,0,0,0,6,5,5,0.005494505494505495
TARS1,0,0,0,0,5,1,0,0,0,6,5,5,0.005494505494505495
TBC1D5,0,0,1,0,4,1,0,0,0,6,5,5,0.005494505494505495
TCERG1,1,0,0,0,4,0,0,1,0,6,5,5,0.005494505494505495
TFB2M,0,0,0,0,6,0,0,0,0,6,5,5,0.005494505494505495
THEMIS,0,0,0,0,5,1,0,0,0,6,5,5,0.005494505494505495
TNKS,0,0,1,0,3,2,0,0,0,6,5,5,0.005494505494505495
TOB1,0,0,0,1,5,0,0,0,0,6,5,5,0.005494505494505495
TOP3A,1,0,0,0,4,1,0,0,0,6,5,5,0.005494505494505495
TRAF3,1,0,0,0,2,2,0,1,0,6,5,5,0.005494505494505495
TTI1,1,0,0,0,5,0,0,0,0,6,5,5,0.005494505494505495
TUBD1,0,0,0,0,6,0,0,0,0,6,5,5,0.005494505494505495
TULP4,2,0,0,0,4,0,0,0,0,6,5,5,0.005494505494505495
TXNDC16,1,0,0,0,3,2,0,0,0,6,5,5,0.005494505494505495
TYRP1,0,0,0,0,5,1,0,0,0,6,5,5,0.005494505494505495
UNC13D,1,0,0,0,3,0,0,2,0,6,5,5,0.005494505494505495
USP7,0,0,0,0,6,0,0,0,0,6,5,5,0.005494505494505495
WASF1,0,0,0,0,6,0,0,0,0,6,5,5,0.005494505494505495
ZCCHC8,0,0,0,0,5,1,0,0,0,6,5,5,0.005494505494505495
ZDHHC15,0,0,0,0,6,0,0,0,0,6,5,5,0.005494505494505495
ZFP3,0,0,0,0,5,1,0,0,0,6,5,5,0.005494505494505495
ZFYVE9,1,0,0,0,5,0,0,0,0,6,5,5,0.005494505494505495
ZNF197,0,0,0,0,6,0,0,0,0,6,5,5,0.005494505494505495
ZNF470,0,0,0,0,6,0,0,0,0,6,5,5,0.005494505494505495
ZNF483,0,0,0,0,5,0,0,1,0,6,5,5,0.005494505494505495
ZNF786,0,0,0,0,6,0,0,0,0,6,5,5,0.005494505494505495
ZNF791,1,0,0,0,5,0,0,0,0,6,5,5,0.005494505494505495
ZNF799,0,0,1,0,5,0,0,0,0,6,5,5,0.005494505494505495
ZNF829,0,0,1,0,4,0,0,1,0,6,5,5,0.005494505494505495
ZRANB1,0,0,0,0,6,0,0,0,0,6,5,5,0.005494505494505495
AADAC,0,0,0,0,4,1,0,0,0,5,5,5,0.005494505494505495
ABCB8,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
ABCC11,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
ABCC6,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
ABCE1,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
ABCF3,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
ABHD13,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
ABHD2,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
ABLIM3,0,0,0,0,4,1,0,0,0,5,5,5,0.005494505494505495
ABRA,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
AC006059.2,1,0,0,0,4,0,0,0,0,5,5,5,0.005494505494505495
AC013489.1,0,0,0,0,4,1,0,0,0,5,5,5,0.005494505494505495
ACADSB,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
ACBD3,1,0,0,0,4,0,0,0,0,5,5,5,0.005494505494505495
ACBD5,0,0,0,0,3,1,1,0,0,5,5,5,0.005494505494505495
ACER3,0,1,0,0,3,1,0,0,0,5,5,5,0.005494505494505495
ACOX3,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
ACSM2A,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
ACSM5,0,0,0,0,3,1,0,1,0,5,5,5,0.005494505494505495
ACTL9,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
ACTRT1,0,0,1,0,4,0,0,0,0,5,5,5,0.005494505494505495
ADAMTS14,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
ADAMTSL2,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
ADCY3,1,0,0,0,4,0,0,0,0,5,5,5,0.005494505494505495
ADGRD1,0,0,0,0,3,1,0,1,0,5,5,5,0.005494505494505495
ADGRG7,0,0,0,0,4,1,0,0,0,5,5,5,0.005494505494505495
ADH1C,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
AFAP1L1,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
AFF4,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
AK5,0,0,0,0,3,1,0,1,0,5,5,5,0.005494505494505495
AKAP17A,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
AKNA,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
AL121899.2,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
ALDH5A1,0,0,0,0,4,0,0,1,0,5,5,5,0.005494505494505495
ALG5,1,0,0,0,4,0,0,0,0,5,5,5,0.005494505494505495
ALOX15B,1,0,0,0,4,0,0,0,0,5,5,5,0.005494505494505495
AMDHD1,1,0,0,0,4,0,0,0,0,5,5,5,0.005494505494505495
ANAPC5,0,0,0,0,4,0,0,1,0,5,5,5,0.005494505494505495
ANGPT4,0,0,0,0,4,0,0,1,0,5,5,5,0.005494505494505495
ANKH,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
ANKK1,0,0,1,0,4,0,0,0,0,5,5,5,0.005494505494505495
ANKLE2,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
ANKMY1,0,0,0,0,4,1,0,0,0,5,5,5,0.005494505494505495
ANKRD6,1,0,0,0,4,0,0,0,0,5,5,5,0.005494505494505495
ANKS1A,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
ANO10,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
ANXA1,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
AP1G1,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
AP3M1,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
AP4M1,1,0,0,0,3,1,0,0,0,5,5,5,0.005494505494505495
APLP2,2,1,0,0,2,0,0,0,0,5,5,5,0.005494505494505495
APTX,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
AQR,0,0,0,0,4,1,0,0,0,5,5,5,0.005494505494505495
ARHGAP45,1,0,0,0,3,1,0,0,0,5,5,5,0.005494505494505495
ARHGAP6,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
ARHGEF10,0,0,0,0,4,1,0,0,0,5,5,5,0.005494505494505495
ARHGEF2,0,0,0,0,4,0,0,1,0,5,5,5,0.005494505494505495
ARHGEF26,0,0,0,0,4,1,0,0,0,5,5,5,0.005494505494505495
ARL6IP6,0,0,1,0,4,0,0,0,0,5,5,5,0.005494505494505495
ARMCX5,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
ARMH4,1,0,0,0,4,0,0,0,0,5,5,5,0.005494505494505495
ARVCF,1,0,0,0,3,0,0,1,0,5,5,5,0.005494505494505495
ASB11,1,1,0,0,3,0,0,0,0,5,5,5,0.005494505494505495
ASB17,1,1,0,0,3,0,0,0,0,5,5,5,0.005494505494505495
ASB7,0,0,0,0,4,0,0,1,0,5,5,5,0.005494505494505495
ASL,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
ASMTL,0,0,0,0,4,0,0,1,0,5,5,5,0.005494505494505495
ATG16L2,0,0,1,0,4,0,0,0,0,5,5,5,0.005494505494505495
ATG4A,1,0,0,0,3,1,0,0,0,5,5,5,0.005494505494505495
ATG4D,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
ATP13A5,1,0,0,0,4,0,0,0,0,5,5,5,0.005494505494505495
ATP1A2,0,0,0,0,4,0,0,0,1,5,5,5,0.005494505494505495
ATP1A3,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
ATP6V0A1,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
ATP6V1B1,1,0,0,0,3,0,0,1,0,5,5,5,0.005494505494505495
ATP8A1,0,0,0,0,3,0,0,2,0,5,5,5,0.005494505494505495
ATXN3,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
AVPR1B,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
AVPR2,0,0,1,0,4,0,0,0,0,5,5,5,0.005494505494505495
AXIN2,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
B4GALT5,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
BAHCC1,2,0,0,0,3,0,0,0,0,5,5,5,0.005494505494505495
BCAP31,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
BCAR1,0,0,0,0,4,1,0,0,0,5,5,5,0.005494505494505495
BCAT1,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
BCCIP,0,0,0,0,4,1,0,0,0,5,5,5,0.005494505494505495
BCKDK,0,0,1,0,4,0,0,0,0,5,5,5,0.005494505494505495
BCL10,0,1,0,0,4,0,0,0,0,5,5,5,0.005494505494505495
BCL6,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
BCL9L,1,0,0,0,4,0,0,0,0,5,5,5,0.005494505494505495
BCO1,0,0,0,0,3,2,0,0,0,5,5,5,0.005494505494505495
BDKRB1,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
BID,1,0,1,0,3,0,0,0,0,5,5,5,0.005494505494505495
BMP2K,0,0,0,0,4,1,0,0,0,5,5,5,0.005494505494505495
BMPER,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
BRD7,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
BRDT,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
BROX,1,0,0,0,4,0,0,0,0,5,5,5,0.005494505494505495
BRPF1,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
BRS3,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
BTBD1,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
BTBD3,0,0,0,0,4,1,0,0,0,5,5,5,0.005494505494505495
BTN3A3,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
BUD23,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
C12orf71,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
C19orf44,1,0,0,0,3,0,0,1,0,5,5,5,0.005494505494505495
C1RL,1,0,0,0,4,0,0,0,0,5,5,5,0.005494505494505495
C1orf112,1,0,0,0,4,0,0,0,0,5,5,5,0.005494505494505495
C2orf42,1,0,0,0,4,0,0,0,0,5,5,5,0.005494505494505495
C4orf17,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
C5orf51,0,0,1,0,4,0,0,0,0,5,5,5,0.005494505494505495
C6orf118,0,0,0,0,4,1,0,0,0,5,5,5,0.005494505494505495
C7,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
C7orf31,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
CABLES1,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
CABYR,0,0,0,0,3,1,0,1,0,5,5,5,0.005494505494505495
CACNA2D4,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
CACNB2,1,0,0,0,3,1,0,0,0,5,5,5,0.005494505494505495
CACNG3,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
CADM2,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
CALCRL,0,0,0,0,4,0,0,1,0,5,5,5,0.005494505494505495
CALR3,1,0,0,0,4,0,0,0,0,5,5,5,0.005494505494505495
CAMK2D,0,1,0,0,3,1,0,0,0,5,5,5,0.005494505494505495
CAPN1,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
CAPN12,1,0,0,0,4,0,0,0,0,5,5,5,0.005494505494505495
CAPN6,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
CARNS1,1,0,0,0,4,0,0,0,0,5,5,5,0.005494505494505495
CASQ2,1,0,0,0,4,0,0,0,0,5,5,5,0.005494505494505495
CATSPER3,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
CATSPERB,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
CATSPERD,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
CAVIN1,1,0,0,0,3,1,0,0,0,5,5,5,0.005494505494505495
CCDC110,0,0,0,0,4,0,0,1,0,5,5,5,0.005494505494505495
CCDC120,1,0,0,0,4,0,0,0,0,5,5,5,0.005494505494505495
CCDC138,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
CCDC142,0,0,0,0,3,1,0,1,0,5,5,5,0.005494505494505495
CCDC30,0,0,0,0,3,2,0,0,0,5,5,5,0.005494505494505495
CCDC60,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
CCDC63,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
CCDC66,0,1,0,0,4,0,0,0,0,5,5,5,0.005494505494505495
CCDC78,0,0,0,0,4,0,0,1,0,5,5,5,0.005494505494505495
CCDC87,1,0,0,0,4,0,0,0,0,5,5,5,0.005494505494505495
CCNA2,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
CCNL2,2,0,0,0,2,0,0,1,0,5,5,5,0.005494505494505495
CCP110,0,0,1,0,4,0,0,0,0,5,5,5,0.005494505494505495
CCT6B,0,0,0,0,4,0,0,1,0,5,5,5,0.005494505494505495
CCT8L2,0,0,0,0,4,1,0,0,0,5,5,5,0.005494505494505495
CD1D,1,0,0,0,3,1,0,0,0,5,5,5,0.005494505494505495
CD248,0,0,0,0,4,1,0,0,0,5,5,5,0.005494505494505495
CD300A,1,0,0,0,4,0,0,0,0,5,5,5,0.005494505494505495
CD44,1,0,1,0,2,1,0,0,0,5,5,5,0.005494505494505495
CD46,0,0,0,0,4,0,0,1,0,5,5,5,0.005494505494505495
CD84,0,0,0,0,4,1,0,0,0,5,5,5,0.005494505494505495
CD96,0,0,0,0,4,0,0,1,0,5,5,5,0.005494505494505495
CDADC1,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
CDH19,0,0,0,0,4,0,0,1,0,5,5,5,0.005494505494505495
CDHR3,1,0,0,0,4,0,0,0,0,5,5,5,0.005494505494505495
CDK11A,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
CDK11B,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
CDK17,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
CDKAL1,0,0,1,0,4,0,0,0,0,5,5,5,0.005494505494505495
CDKL1,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
CELA3B,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
CELF2,0,0,0,0,4,0,0,1,0,5,5,5,0.005494505494505495
CENPO,0,0,0,0,4,1,0,0,0,5,5,5,0.005494505494505495
CEP131,0,0,0,0,4,1,0,0,0,5,5,5,0.005494505494505495
CEP41,1,0,0,0,3,0,0,1,0,5,5,5,0.005494505494505495
CEP63,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
CEP68,1,0,0,0,3,1,0,0,0,5,5,5,0.005494505494505495
CERKL,0,0,0,0,4,0,0,1,0,5,5,5,0.005494505494505495
CES5A,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
CFAP91,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
CFAP94,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
CFAP97,2,0,0,0,3,0,0,0,0,5,5,5,0.005494505494505495
CHAF1A,0,0,0,0,4,1,0,0,0,5,5,5,0.005494505494505495
CHAMP1,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
CHEK2,0,0,0,0,4,1,0,0,0,5,5,5,0.005494505494505495
CHM,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
CHML,1,0,1,0,2,1,0,0,0,5,5,5,0.005494505494505495
CHORDC1,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
CHST9,0,1,0,0,4,0,0,0,0,5,5,5,0.005494505494505495
CHSY1,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
CIITA,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
CIP2A,0,0,0,0,4,1,0,0,0,5,5,5,0.005494505494505495
CKMT2,0,0,0,0,4,0,0,1,0,5,5,5,0.005494505494505495
CLIP2,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
CLK3,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
CNGA3,0,1,0,0,4,0,0,0,0,5,5,5,0.005494505494505495
CNKSR1,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
CNTN5,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
CNTROB,0,0,0,0,3,2,0,0,0,5,5,5,0.005494505494505495
COG3,0,0,0,0,4,0,0,1,0,5,5,5,0.005494505494505495
COL10A1,0,0,0,0,4,1,0,0,0,5,5,5,0.005494505494505495
COL15A1,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
COL6A2,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
COPS3,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
CPSF6,1,0,0,0,4,0,0,0,0,5,5,5,0.005494505494505495
CPT1A,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
CPXM2,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
CRACD,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
CRNN,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
CROT,1,0,0,0,4,0,0,0,0,5,5,5,0.005494505494505495
CRTAM,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
CSF1,0,1,0,0,4,0,0,0,0,5,5,5,0.005494505494505495
CSF2RB,0,0,0,0,3,2,0,0,0,5,5,5,0.005494505494505495
CSNK1A1L,0,1,0,0,4,0,0,0,0,5,5,5,0.005494505494505495
CSPG4,2,0,0,0,3,0,0,0,0,5,5,5,0.005494505494505495
CTAGE1,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
CTC1,1,0,1,0,3,0,0,0,0,5,5,5,0.005494505494505495
CTNNA1,0,0,0,0,2,2,0,1,0,5,5,5,0.005494505494505495
CTNND1,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
CTPS2,2,0,0,0,2,0,0,1,0,5,5,5,0.005494505494505495
CTR9,0,0,0,0,4,0,0,1,0,5,5,5,0.005494505494505495
CUL2,0,0,0,0,4,0,0,1,0,5,5,5,0.005494505494505495
CYP11B1,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
CYP2C19,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
CYP2D6,0,1,0,0,4,0,0,0,0,5,5,5,0.005494505494505495
CYP2S1,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
CYP39A1,0,0,0,0,4,0,0,1,0,5,5,5,0.005494505494505495
CYP4A11,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
CYP4F2,0,0,0,0,4,1,0,0,0,5,5,5,0.005494505494505495
CYP4X1,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
CYRIB,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
DACH1,1,0,0,0,4,0,0,0,0,5,5,5,0.005494505494505495
DARS2,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
DAXX,0,0,1,0,4,0,0,0,0,5,5,5,0.005494505494505495
DBX2,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
DCAF12L1,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
DCLK1,0,0,0,0,4,0,0,1,0,5,5,5,0.005494505494505495
DCLRE1C,0,0,0,0,4,0,0,0,1,5,5,5,0.005494505494505495
DCT,1,0,0,0,4,0,0,0,0,5,5,5,0.005494505494505495
DCTN4,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
DDIAS,1,0,0,0,3,1,0,0,0,5,5,5,0.005494505494505495
DDX11,0,1,0,0,3,1,0,0,0,5,5,5,0.005494505494505495
DDX17,1,0,0,0,4,0,0,0,0,5,5,5,0.005494505494505495
DDX18,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
DDX23,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
DDX31,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
DDX53,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
DENND2D,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
DENND4A,0,0,0,0,4,1,0,0,0,5,5,5,0.005494505494505495
DENND6A,1,0,0,0,3,1,0,0,0,5,5,5,0.005494505494505495
DEPDC7,0,0,0,0,3,1,0,1,0,5,5,5,0.005494505494505495
DEUP1,0,1,0,0,3,1,0,0,0,5,5,5,0.005494505494505495
DHCR24,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
DHTKD1,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
DHX32,0,0,1,0,4,0,0,0,0,5,5,5,0.005494505494505495
DHX37,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
DHX38,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
DIS3,0,1,0,0,4,0,0,0,0,5,5,5,0.005494505494505495
DIS3L,1,0,0,0,3,1,0,0,0,5,5,5,0.005494505494505495
DISP2,0,0,0,0,4,1,0,0,0,5,5,5,0.005494505494505495
DLGAP5,0,0,0,0,3,0,0,2,0,5,5,5,0.005494505494505495
DNAAF4,0,0,0,0,4,0,0,1,0,5,5,5,0.005494505494505495
DNAJC3,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
DNAJC6,0,0,0,0,3,2,0,0,0,5,5,5,0.005494505494505495
DNHD1,0,0,0,0,4,1,0,0,0,5,5,5,0.005494505494505495
DNTTIP2,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
DPP8,0,0,0,0,3,0,0,2,0,5,5,5,0.005494505494505495
DRC7,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
DRP2,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
E2F1,0,1,0,0,4,0,0,0,0,5,5,5,0.005494505494505495
ECD,0,0,0,0,4,0,0,1,0,5,5,5,0.005494505494505495
ECHDC1,1,1,0,0,3,0,0,0,0,5,5,5,0.005494505494505495
ECM1,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
ECT2,0,0,0,0,3,1,0,1,0,5,5,5,0.005494505494505495
ECT2L,0,0,0,0,3,2,0,0,0,5,5,5,0.005494505494505495
EED,0,0,0,0,5,0,0,0,0,5,5,5,0.005494505494505495
EFCAB3,0,0,0,0,4,1,0,0,0,5,5,5,0.005494505494505495
EFR3A,1,0,0,0,4,0,0,0,0,5,5,5,0.005494505494505495
EGF,0,0,0,0,4,1,0,0,0,5,5,5,0.005494505494505495
EGFL6,0,0,1,0,4,0,0,0,0,5,5,5,0.005494505494505495
EHD2,0,0,0,0,4,1,0,0,0,5,5,5,0.005494505494505495
EIF2AK1,0,0,0,0,4,0,0,1,0,5,5,5,0.005494505494505495
